photo,article_code,title,section,observable,sources,sig_sim,violation_scene,full_excerpt,LABEL
안전대길이,제384조,해체작업 시 준수사항,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절4 해체작업 시 위험방지,partial,DEPL7,,"건물 해체가 진행 중인데 철거 대상 바로 옆이나 파편이 튈 범위 안에 사람이 서 있거나 지나가고 있다. 현장 둘레에 출입금지 표지나 통제선이 없고, 기울어진 구조물 주변에도 별도의 구조보강 조치가 보이지 않는다.","① 사업주는 구축물등의 해체작업 시 구축물등을 무너뜨리는 작업을 하기 전에 구축물등이 넘어지는 위치, 파편의 비산거리 등을 고려하여 해당 작업 반경 내에 사람이 없는지 미리 확인한 후 작업을 실시해야 하고, 무너뜨리는 작업 중에는 해당 작업 반경 내에 관계 근로자가 아닌 사람의 출입을 금지해야 한다. ② 사업주는 건축물 해체공법 및 해체공사 구조 안전성을 검토한 결과 「건축물관리법」 제30조제3항에 따른 해체계획서대로 해체되지 못하고 건축물이 붕괴할 우려가 있는 경우에는 「건축물관리법 시행규칙」 ",n
안전대길이,제52조,구축물등의 안전성 평가,편1 총칙 > 장6 추락 또는 붕괴에 의한 위험 방지 > 절2 붕괴 등에 의한 위험 방지,partial,DEPL8,,"건물이나 옹벽에 큰 균열과 기울어짐이 보이고, 바로 옆 굴착으로 지반이 파헤쳐져 있어 붕괴가 우려되는 모습이다. 구조부가 불에 탄 흔적이나 심한 처짐이 있는데도 계속 사용 중인 현장처럼 보인다.","사업주는 구축물등이 다음 각 호의 어느 하나에 해당하는 경우에는 구축물등에 대한 구조검토, 안전진단 등의 안전성 평가를 하여 근로자에게 미칠 위험성을 미리 제거해야 한다. <개정 2023.11.14>   1. 구축물등의 인근에서 굴착ㆍ항타작업 등으로 침하ㆍ균열 등이 발생하여 붕괴의 위험이 예상될 경우   2. 구축물등에 지진, 동해(凍害), 부동침하(不同沈下) 등으로 균열ㆍ비틀림 등이 발생했을 경우   3. 구축물등이 그 자체의 무게ㆍ적설ㆍ풍압 또는 그 밖에 부가되는 하중 등으로 붕괴 등의 위험이",n
안전대길이,제51조,구축물등의 안전 유지,편1 총칙 > 장6 추락 또는 붕괴에 의한 위험 방지 > 절2 붕괴 등에 의한 위험 방지,no,DEPL9,,,"사업주는 구축물등이 고정하중, 적재하중, 시공ㆍ해체 작업 중 발생하는 하중, 적설, 풍압(風壓), 지진이나 진동 및 충격 등에 의하여 전도ㆍ폭발하거나 무너지는 등의 위험을 예방하기 위하여 설계도면, 시방서(示方書), 「건축물의 구조기준 등에 관한 규칙」 제2조제15호에 따른 구조설계도서, 해체계획서 등 설계도서를 준수하여 필요한 조치를 해야 한다. <개정 2019.1.31, 2023.11.14>   1. 삭제   2. 삭제   3. 삭제",n
포크레인주변작업자,제206조,수리 등의 작업 시 조치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절12 건설기계 등 > 관1 차량계 건설기계 등,partial,SIG1,0.7,"굴착기나 다른 차량계 건설기계의 작업장치가 들어 올려진 채 정비 중인데, 하부나 주변에 안전지지대나 안전블록이 보이지 않는다. 부속장치를 떼거나 다는 작업이 진행되지만 장비를 기계적으로 지지한 흔적 없이 작업자가 바로 접근해 있다.",사업주는 차량계 건설기계의 수리나 부속장치의 장착 및 제거작업을 하는 경우 그 작업을 지휘하는 사람을 지정하여 다음 각 호의 사항을 준수하도록 하여야 한다. <개정 2019.10.15>   1. 작업순서를 결정하고 작업을 지휘할 것   2. 제205조의 안전지지대 또는 안전블록 등의 사용상황 등을 점검할 것,m
포크레인주변작업자,제200조,접촉 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절12 건설기계 등 > 관1 차량계 건설기계 등,partial,SIG2,0.689,"굴착기나 덤프트럭이 작업하는 바로 곁이나 앞뒤에 근로자가 함께 서 있거나 지나가고 있다. 기계의 주행로나 선회 범위 안에 사람이 들어와 있는데, 이를 분리하거나 유도하는 사람이 보이지 않는다.","① 사업주는 차량계 건설기계를 사용하여 작업을 하는 경우에는 운전 중인 해당 차량계 건설기계에 접촉되어 근로자가 부딪칠 위험이 있는 장소에 근로자를 출입시켜서는 아니 된다. 다만, 유도자를 배치하고 해당 차량계 건설기계를 유도하는 경우에는 그러하지 아니하다. ② 차량계 건설기계의 운전자는 제1항 단서의 유도자가 유도하는 대로 따라야 한다.",y
포크레인주변작업자,제375조,굴착기계등의 유도,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절2 굴착작업 등의 위험 방지 > 관5 채석작업,partial,SIG3,0.674,"채석작업장에서 굴착기계가 근로자가 있는 쪽으로 가까이 후진하거나 비탈 끝에 바짝 붙어 있는데, 주변에 이를 유도하는 사람이 보이지 않는다. 사람과 중장비가 같은 구역에서 뒤섞여 움직여 충돌이나 전도 위험이 그대로 드러난다.",① 사업주는 채석작업을 할 때에 굴착기계등이 근로자의 작업장소에 후진하여 접근하거나 굴러 떨어질 우려가 있는 경우에는 유도자를 배치하고 굴착기계등을 유도하여야 한다. ② 굴착기계등의 운전자는 유도자의 유도에 따라야 한다.,n
포크레인주변작업자,제344조,굴착기계등의 유도,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절2 굴착작업 등의 위험 방지 > 관1 노천굴착작업,partial,SIG4,0.653,"굴착기나 로더가 작업 중인 근로자 쪽으로 바짝 붙어 후진하거나 굴착 가장자리 가까이 이동하고 있는데, 이를 유도하는 사람이 보이지 않는다. 사람과 장비가 같은 좁은 작업구역에 함께 있어 충돌이나 전도 위험이 커 보이는 장면이다.",① 사업주는 굴착작업을 할 때에 굴착기계등이 근로자의 작업장소로 후진하여 근로자에게 접근하거나 굴러 떨어질 우려가 있는 경우에는 유도자를 배치하여 굴착기계등을 유도하도록 해야 한다. ② 굴착기계등의 운전자는 유도자의 유도에 따라야 한다.,n
포크레인주변작업자,제342조,굴착기계등에 의한 위험방지,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절2 굴착작업 등의 위험 방지 > 관1 노천굴착작업,partial,SIG5/DEPL5,0.652,"굴착기가 매설관로나 케이블이 지나가는 것으로 보이는 구역 바로 옆에서 계속 파고 있는데, 작업을 멈춘 흔적이나 통제 표시가 보이지 않는다. 장비가 오가는 길과 토석 적재장소로 드나드는 통로도 따로 구분되지 않아 작업자와 장비 동선이 뒤섞여 보인다.","사업주는 굴착작업 시 굴착기계등을 사용하는 경우 다음 각 호의 조치를 해야 한다.   1. 굴착기계등의 사용으로 가스도관, 지중전선로, 그 밖에 지하에 위치한 공작물이 파손되어 그 결과 근로자가 위험해질 우려가 있는 경우에는 그 기계를 사용한 굴착작업을 중지할 것   2. 굴착기계등의 운행경로 및 토석(土石) 적재장소의 출입방법을 정하여 관계 근로자에게 주지시킬 것",n
포크레인주변작업자,제205조,붐 등의 강하에 의한 위험 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절12 건설기계 등 > 관1 차량계 건설기계 등,yes,SIG6/DEPL2,0.648,"굴착기 같은 차량계 건설기계의 붐이나 암이 올라가 있고, 그 아래에서 작업자가 수리나 점검을 하고 있다. 하지만 붐·암을 받쳐 주는 안전지지대나 안전블록은 보이지 않아 갑작스런 강하 위험이 그대로 드러난다.",사업주는 차량계 건설기계의 붐ㆍ암 등을 올리고 그 밑에서 수리ㆍ점검작업 등을 하는 경우 붐ㆍ암 등이 갑자기 내려옴으로써 발생하는 위험을 방지하기 위하여 해당 작업에 종사하는 근로자에게 안전지지대 또는 안전블록 등을 사용하도록 하여야 한다. <개정 2019.10.15>,y
포크레인주변작업자,제198조,낙하물 보호구조,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절12 건설기계 등 > 관1 차량계 건설기계 등,partial,SIG7/DEPL10,0.646,"굴착면이나 비탈면 아래의 위험한 위치에서 차량계 건설기계가 작업하고 있는데, 운전석 위를 덮거나 감싸는 낙하물 보호구조가 보이지 않는다. 장비 캐빈 상부가 비어 있어 위에서 떨어지는 토사나 물체를 막을 구조가 없는 상태로 보인다.","사업주는 토사등이 떨어질 우려가 있는 등 위험한 장소에서 차량계 건설기계[불도저, 트랙터, 굴착기, 로더(loader: 흙 따위를 퍼올리는 데 쓰는 기계), 스크레이퍼(scraper: 흙을 절삭ㆍ운반하거나 펴 고르는 등의 작업을 하는 토공기계), 덤프트럭, 모터그레이더(motor grader: 땅 고르는 기계), 롤러(roller: 지반 다짐용 건설기계), 천공기, 항타기 및 항발기로 한정한다]를 사용하는 경우에는 해당 차량계 건설기계에 견고한 낙하물 보호구조를 갖춰야 한다. <개정 2021.11",n
포크레인주변작업자,제99조,운전위치 이탈 시의 조치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,partial,SIG8,0.639,"작업자가 보이지 않는 지게차나 굴착기가 현장에 멈춰 서 있는데, 포크나 버킷, 디퍼가 공중에 들린 채 그대로 남아 있다. 운전석은 비어 있고 장비는 무인 상태로 방치된 모습이다.","① 사업주는 차량계 하역운반기계등, 차량계 건설기계의 운전자가 운전위치를 이탈하는 경우 해당 운전자에게 다음 각 호의 사항을 준수하도록 하여야 한다.   1. 포크, 버킷, 디퍼 등의 장치를 가장 낮은 위치 또는 지면에 내려 둘 것   2. 원동기를 정지시키고 브레이크를 확실히 거는 등 차량계 하역운반기계등, 차량계 건설기계의 갑작스러운 이동을 방지하기 위한 조치를 할 것   3. 운전석을 이탈하는 경우에는 시동키를 운전대에서 분리시킬 것. 다만, 운전석에 잠금장치를 하는 등 운전자가 아닌 사람이",n
포크레인주변작업자,제322조,충전전로 인근에서의 차량ㆍ기계장치 작업,편2 안전기준 > 장3 전기로 인한 위험 방지 > 절3 전기작업에 대한 위험 방지,partial,SIG9,0.637,"가공전선 바로 아래나 옆에서 크레인이나 굴착기 붐대, 덤프 적재함 같은 장비 상부가 전선에 바싹 접근해 작업하고 있다. 장비 주변에는 울타리나 통제선이 없고, 지상 작업자가 접지된 차체 가까이에 서 있거나 만지고 있어 감전 위험이 그대로 드러난다.","① 사업주는 충전전로 인근에서 차량, 기계장치 등(이하 이 조에서 ""차량등""이라 한다)의 작업이 있는 경우에는 차량등을 충전전로의 충전부로부터 300센티미터 이상 이격시켜 유지시키되, 대지전압이 50킬로볼트를 넘는 경우 이격시켜 유지하여야 하는 거리(이하 이 조에서 ""이격거리""라 한다)는 10킬로볼트 증가할 때마다 10센티미터씩 증가시켜야 한다. 다만, 차량등의 높이를 낮춘 상태에서 이동하는 경우에는 이격거리를 120센티미터 이상(대지전압이 50킬로볼트를 넘는 경우에는 10킬로볼트 증가할 때마다 ",n
포크레인주변작업자,제172조,접촉의 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관1 총칙,partial,SIG10,0.637,하역장비가 화물을 옮기고 있는 작업반경 안에 다른 근로자가 함께 들어와 서 있다. 장비의 진행 경로나 화물 바로 옆에 사람이 노출되어 있어 접촉 위험이 직접 보이는 장면이다.,"① 사업주는 차량계 하역운반기계등을 사용하여 작업을 하는 경우에 하역 또는 운반 중인 화물이나 그 차량계 하역운반기계등에 접촉되어 근로자가 위험해질 우려가 있는 장소에는 근로자를 출입시켜서는 아니 된다. 다만, 제39조에 따른 작업지휘자 또는 유도자를 배치하고 그 차량계 하역운반기계등을 유도하는 경우에는 그러하지 아니하다. ② 차량계 하역운반기계등의 운전자는 제1항 단서의 작업지휘자 또는 유도자가 유도하는 대로 따라야 한다.",n
포크레인주변작업자,제20조,출입의 금지 등,편1 총칙 > 장2 작업장,partial,SIG11,0.636,"크레인에 매달린 화물 아래, 지게차 포크나 굴착기 버킷 아래, 추락이나 붕괴 위험이 있는 작업구역 주변이 펜스나 바리케이드 없이 그대로 열려 있다. 위험구역과 통행구역이 분리되지 않아 누구나 바로 들어갈 수 있게 보인다.","사업주는 다음 각 호의 작업 또는 장소에 울타리를 설치하는 등 관계 근로자가 아닌 사람의 출입을 금지해야 한다. 다만, 제2호 및 제7호의 장소에서 수리 또는 점검 등을 위하여 그 암(arm) 등의 움직임에 의한 하중을 충분히 견딜 수 있는 안전지지대 또는 안전블록 등을 사용하도록 한 경우에는 그렇지 않다. <개정 2019.10.15, 2022.10.18, 2023.11.14, 2024.6.28>   1. 추락에 의하여 근로자에게 위험을 미칠 우려가 있는 장소   2. 유압(流壓), 체인 또는 로",y
포크레인주변작업자,제139조,크레인의 수리 등의 작업,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절9 양중기 > 관2 크레인,partial,SIG12,0.636,"병렬로 놓인 주행 크레인 주행로에서 작업자가 수리나 점검을 하고 있는데, 작업구간에 스토퍼나 충돌 방지 조치가 보이지 않는다. 갠트리 크레인 레일 주변에서는 새들 돌출부와 구조물 사이 간격이 매우 좁은데도 바닥에 안전공간 표시가 없어 끼일 위험이 그대로 드러난다.","① 사업주는 같은 주행로에 병렬로 설치되어 있는 주행 크레인의 수리ㆍ조정 및 점검 등의 작업을 하는 경우, 주행로상이나 그 밖에 주행 크레인이 근로자와 접촉할 우려가 있는 장소에서 작업을 하는 경우 등에 주행 크레인끼리 충돌하거나 주행 크레인이 근로자와 접촉할 위험을 방지하기 위하여 감시인을 두고 주행로상에 스토퍼(stopper)를 설치하는 등 위험 방지 조치를 하여야 한다. ② 사업주는 갠트리 크레인 등과 같이 작업장 바닥에 고정된 레일을 따라 주행하는 크레인의 새들(saddle) 돌출부와 주변",n
포크레인주변작업자,제171조,전도 등의 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관1 총칙,partial,SIG13,0.628,"하역운반기계가 굴착 가장자리나 갓길 끝에 바짝 붙어 작업하고 있는데, 주변에 유도자가 보이지 않는다. 바퀴나 지지부 아래에는 지반 보강이나 붕괴 방지 조치가 없어 차량이 넘어지거나 굴러떨어질 듯한 모습이다.","사업주는 차량계 하역운반기계등을 사용하는 작업을 할 때에 그 기계가 넘어지거나 굴러떨어짐으로써 근로자에게 위험을 미칠 우려가 있는 경우에는 그 기계를 유도하는 사람(이하 ""유도자""라 한다)을 배치하고 지반의 부동침하 및 갓길 붕괴를 방지하기 위한 조치를 해야 한다. <개정 2023.11.14>",n
포크레인주변작업자,제333조,조립ㆍ해체 등 작업 시의 준수사항,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절1 거푸집 및 동바리 > 관2 조립 등,partial,SIG14,0.625,"거푸집이나 동바리를 조립·해체하는 구역이 아무 통제 없이 열려 있고, 비나 눈이 오는 가운데 작업이 계속된다. 철근은 한쪽만 묶인 채 기울어져 양중되고, 높은 위치의 작업자는 작업발판이나 안전대 없이 작업하고 있다.","① 사업주는 기둥ㆍ보ㆍ벽체ㆍ슬래브 등의 거푸집 및 동바리를 조립하거나 해체하는 작업을 하는 경우에는 다음 각 호의 사항을 준수해야 한다.   1. 해당 작업을 하는 구역에는 관계 근로자가 아닌 사람의 출입을 금지할 것   2. 비, 눈, 그 밖의 기상상태의 불안정으로 날씨가 몹시 나쁜 경우에는 그 작업을 중지할 것   3. 재료, 기구 또는 공구 등을 올리거나 내리는 경우에는 근로자로 하여금 달줄ㆍ달포대 등을 사용하도록 할 것   4. 낙하ㆍ충격에 의한 돌발적 재해를 방지하기 위하여 버팀목을 설치",n
포크레인주변작업자,제141조,조립 등의 작업 시 조치사항,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절9 양중기 > 관2 크레인,partial,SIG15,0.62,"크레인 조립·해체 구역 주변에 출입통제선이나 표지가 없고, 자재와 장애물이 널려 있어 작업공간이 비좁아 보인다. 들어 올린 부재가 한쪽으로 기울어 있고 크레인 기초나 받침부는 침하된 듯 불안정하게 보여 작업 상태가 불안하다.","사업주는 크레인의 설치ㆍ조립ㆍ수리ㆍ점검 또는 해체 작업을 하는 경우 다음 각 호의 조치를 하여야 한다.   1. 작업순서를 정하고 그 순서에 따라 작업을 할 것   2. 작업을 할 구역에 관계 근로자가 아닌 사람의 출입을 금지하고 그 취지를 보기 쉬운 곳에 표시할 것   3. 비, 눈, 그 밖에 기상상태의 불안정으로 날씨가 몹시 나쁜 경우에는 그 작업을 중지시킬 것   4. 작업장소는 안전한 작업이 이루어질 수 있도록 충분한 공간을 확보하고 장애물이 없도록 할 것   5. 들어올리거나 내리는 기자",n
포크레인주변작업자,제199조,전도 등의 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절12 건설기계 등 > 관1 차량계 건설기계 등,partial,DEPL1,,"굴착기나 덤프트럭이 절토부 끝이나 무너질 것 같은 갓길 바로 옆에서 작업하는데, 주변에 유도자가 보이지 않는다. 작업도로는 좁고 지반은 약해 보이며, 가장자리 붕괴를 막기 위한 조치가 보이지 않는다.","사업주는 차량계 건설기계를 사용하는 작업할 때에 그 기계가 넘어지거나 굴러떨어짐으로써 근로자가 위험해질 우려가 있는 경우에는 유도하는 사람을 배치하고 지반의 부동침하 방지, 갓길의 붕괴 방지 및 도로 폭의 유지 등 필요한 조치를 하여야 한다.",n
포크레인주변작업자,제201조,차량계 건설기계의 이송,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절12 건설기계 등 > 관1 차량계 건설기계 등,partial,DEPL3,,"굴착기나 로더가 트럭 적재함에 오르내리는데, 좁고 가파른 임시 발판이 비뚤게 놓여 있고 지면도 고르지 않다. 발판이나 가설대가 불안정해 보여 장비가 옆으로 기울거나 아래로 굴러 떨어질 위험이 드러난다.","사업주는 차량계 건설기계를 이송하기 위해 자주 또는 견인에 의해 화물자동차 등에 싣거나 내리는 작업을 할 때에 발판ㆍ성토 등을 사용하는 경우에는 해당 차량계 건설기계의 전도 또는 굴러 떨어짐에 의한 위험을 방지하기 위해 다음 각 호의 사항을 준수해야 한다. <개정 2019.10.15, 2021.5.28>   1. 싣거나 내리는 작업은 평탄하고 견고한 장소에서 할 것   2. 발판을 사용하는 경우에는 충분한 길이ㆍ폭 및 강도를 가진 것을 사용하고 적당한 경사를 유지하기 위하여 견고하게 설치할 것  ",n
포크레인주변작업자,제203조,안전도 등의 준수,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절12 건설기계 등 > 관1 차량계 건설기계 등,partial,DEPL4,,"차량계 건설기계가 무거운 하중을 든 채 한쪽으로 크게 기울어져 있고, 붐이나 암이 무리하게 뻗어 작업장치가 버거워 보인다. 장비가 지반 불안정이나 과하중 상태로 보여 넘어지거나 붐·암이 파손될 위험이 큰 모습이다.",사업주는 차량계 건설기계를 사용하여 작업을 하는 경우 그 차량계 건설기계가 넘어지거나 붕괴될 위험 또는 붐ㆍ암 등 작업장치가 파괴될 위험을 방지하기 위하여 그 기계의 구조 및 사용상 안전도 및 최대사용하중을 준수하여야 한다.,n
포크레인주변작업자,제365조,부재의 해체,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절2 굴착작업 등의 위험 방지 > 관3 터널작업,partial,DEPL6,,"터널 내부에서 지보공 부재를 떼어내고 있는데, 주변에 터널 거푸집이나 동바리로 받쳐 둔 모습이 보이지 않는다. 하중을 넘겨받을 지지구조 없이 부재만 해체하는 작업 장면으로 보인다.",사업주는 하중이 걸려 있는 터널 지보공의 부재를 해체하는 경우에는 해당 부재에 걸려있는 하중을 터널 거푸집 및 동바리가 받도록 조치를 한 후에 그 부재를 해체해야 한다. <개정 2023.11.14>,n
포크레인주변작업자,제301조,전기 기계ㆍ기구 등의 충전부 방호,편2 안전기준 > 장3 전기로 인한 위험 방지 > 절1 전기 기계ㆍ기구 등으로 인한 위험 방지,yes,DEPL7,,"분전반이나 제어반 문이 열린 채 고정되지 않아 내부 단자와 충전부가 그대로 보이고, 앞면에 절연덮개나 방호망도 없다. 맨홀이나 지하실 같은 좁은 공간에서는 노출된 전기 설비 옆에 울타리나 절연 칸막이 없이 작업 공간이 바로 붙어 있다.","① 사업주는 근로자가 작업이나 통행 등으로 인하여 전기기계, 기구 [전동기ㆍ변압기ㆍ접속기ㆍ개폐기ㆍ분전반(分電盤)ㆍ배전반(配電盤) 등 전기를 통하는 기계ㆍ기구, 그 밖의 설비 중 배선 및 이동전선 외의 것을 말한다. 이하 같다)] 또는 전로 등의 충전부분(전열기의 발열체 부분, 저항접속기의 전극 부분 등 전기기계ㆍ기구의 사용 목적에 따라 노출이 불가피한 충전부분은 제외한다. 이하 같다)에 접촉(충전부분과 연결된 도전체와의 접촉을 포함한다. 이하 이 장에서 같다)하거나 접근함으로써 감전 위험이 있는 ",n
포크레인주변작업자,제329조,부재의 재료 사용기준,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절1 거푸집 및 동바리 > 관1 재료 및 구조,no,DEPL8,,,사업주는 거푸집 및 동바리에 사용하는 부재의 재료는 한국산업표준에서 정하는 기준 이상의 것을 사용해야 한다.,n
포크레인주변작업자,제87조,원동기ㆍ회전축 등의 위험 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,yes,DEPL9,,"기계의 회전축, 기어, 벨트, 풀리, 체인, 플라이휠 같은 위험부가 그대로 드러나 있고, 작업자가 바로 손이나 옷이 닿을 거리에서 작업하는 모습이다. 선반의 돌출 회전 가공물이나 분쇄기 개구부, 감김통, 공기압축기 구동부에 덮개나 울이 없고, 건널다리에는 안전난간이나 미끄럼방지 발판이 보이지 않는다.",① 사업주는 기계의 원동기ㆍ회전축ㆍ기어ㆍ풀리ㆍ플라이휠ㆍ벨트 및 체인 등 근로자가 위험에 처할 우려가 있는 부위에 덮개ㆍ울ㆍ슬리브 및 건널다리 등을 설치하여야 한다. ② 사업주는 회전축ㆍ기어ㆍ풀리 및 플라이휠 등에 부속되는 키ㆍ핀 등의 기계요소는 묻힘형으로 하거나 해당 부위에 덮개를 설치하여야 한다. ③ 사업주는 벨트의 이음 부분에 돌출된 고정구를 사용해서는 아니 된다. ④ 사업주는 제1항의 건널다리에는 안전난간 및 미끄러지지 아니하는 구조의 발판을 설치하여야 한다. ⑤ 사업주는 연삭기(硏削機) 또,n
최근대전화재바닥에기름,제238조,유류 등이 묻어 있는 걸레 등의 처리,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절1 위험물 등의 취급 등,yes,SIG1/DEPL2,0.626,"정비공간이나 인쇄작업장 한쪽에 기름이나 잉크가 묻은 걸레와 휴지가 그대로 쌓여 있고, 금속성 뚜껑 용기 대신 열린 통이나 가연성 용기에 담겨 있다. 오염된 폐기물이 노출된 채 방치되어 화재예방 조치가 보이지 않는다.",사업주는 기름 또는 인쇄용 잉크류 등이 묻은 천조각이나 휴지 등은 뚜껑이 있는 불연성 용기에 담아 두는 등 화재예방을 위한 조치를 하여야 한다.,n
최근대전화재바닥에기름,제433조,누출의 방지조치,편3 보건기준 > 장1 관리대상 유해물질에 의한 건강장해의 예방 > 절3 국소배기장치의 성능 등,partial,SIG2/DEPL7,0.602,"배관과 용기의 플랜지나 밸브 접합부 주변이 젖어 있거나, 아래 바닥에 흘러내린 자국과 고임이 보인다. 뚜껑 가장자리와 콕 주변에 번진 흔적이 있어 유해물질이 새는 상태로 보인다.",사업주는 관리대상 유해물질 취급설비의 뚜껑ㆍ플랜지(flange)ㆍ밸브 및 콕(cock) 등의 접합부에 대하여 관리대상 유해물질이 새지 않도록 개스킷(gasket)을 사용하는 등 누출을 방지하기 위하여 필요한 조치를 하여야 한다.,y
최근대전화재바닥에기름,제227조,호스 등을 사용한 인화성 액체 등의 주입,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절1 위험물 등의 취급 등,partial,SIG3,0.594,탱크로리나 드럼에 연결된 호스가 주입구에 느슨하게 물려 있거나 결합부가 벌어진 채 보인다. 연결부 아래와 주변 바닥에 액체가 맺히거나 흘러내린 흔적이 보여 주입 중 누출이 의심되는 상태다.,"사업주는 위험물을 액체 상태에서 호스 또는 배관 등을 사용하여 별표 7의 화학설비, 탱크로리, 드럼 등에 주입하는 작업을 하는 경우에는 그 호스 또는 배관 등의 결합부를 확실히 연결하고 누출이 없는지를 확인한 후에  작업을 하여야 한다.",n
최근대전화재바닥에기름,제257조,덮개 등의 접합부,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절4 화학설비ㆍ압력용기 등,partial,SIG4/DEPL6,0.592,"화학설비 배관의 플랜지나 밸브 접합부 주변에 액체 자국이나 하얗게 굳은 침착물이 보이고, 접합면이 벌어져 있거나 임시로 감아 놓은 보수 흔적이 보인다. 설비 덮개와 배관 연결부가 고르게 밀착되지 않아 누출이 의심되는 상태다.",사업주는 화학설비 또는 그 배관의 덮개ㆍ플랜지ㆍ밸브 및 콕의 접합부에 대해서는 접합부에서 위험물질등이 누출되어 폭발ㆍ화재 또는 위험물이 누출되는 것을 방지하기 위하여 적절한 개스킷(gasket)을 사용하고 접합면을 서로 밀착시키는 등 적절한 조치를 하여야 한다.,n
최근대전화재바닥에기름,제466조,누출 시 조치,편3 보건기준 > 장2 허가대상 유해물질 및 석면에 의한 건강장해의 예방 > 절3 작업관리 기준 등,partial,SIG5,0.579,"배관이나 용기 주변에서 새어 나온 물질이 바닥과 설비 주변에 그대로 퍼져 있고, 분말이나 잔재가 흩어진 채 방치되어 있다. 누출 부위를 정리하거나 비산을 막는 조치가 보이지 않아 작업구역 오염이 그대로 드러난다.",사업주는 허가대상 유해물질을 제조ㆍ사용하는 작업장에서 해당 물질이 샐 경우에 즉시 해당 물질이 흩날리지 않는 방법으로 제거하는 등 필요한 조치를 하여야 한다.,n
최근대전화재바닥에기름,제585조,오염된 장소에서의 조치,편3 보건기준 > 장7 방사선에 의한 건강장해의 예방 > 절3 시설 및 작업관리,partial,SIG6,0.574,"바닥이나 작업대 주변에 분말 또는 액체가 흩어지거나 새어 나온 흔적이 남아 있는데, 주변에 오염지역 표시나 구획·차단이 없다. 유출 흔적이 그대로 방치되어 있어 오염이 퍼질 수 있는 상태로 보인다.",사업주는 분말 또는 액체 상태의 방사성물질에 오염된 장소에 대하여 즉시 그 오염이 퍼지지 않도록 조치한 후 오염된 지역임을 표시하고 그 오염을 제거하여야 한다.,n
최근대전화재바닥에기름,제507조,누출 시 조치,편3 보건기준 > 장3 금지유해물질에 의한 건강장해의 예방 > 절3 관리 등,partial,SIG7,0.571,"실험실 바닥이나 작업대에 화학물질이 새어 퍼져 있는데, 누출 지점 주변에 흡착제나 제거 조치 흔적이 보이지 않는다. 유출물이 그대로 남아 있어 확산을 막으려는 조치가 이루어지지 않은 모습이다.",사업주는 금지유해물질이 실험실등에서 새는 경우에 흩날리지 않도록 흡착제를 이용하여 제거하는 등 필요한 조치를 하여야 한다.,n
최근대전화재바닥에기름,제239조,위험물 등이 있는 장소에서 화기 등의 사용 금지,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절2 화기 등의 관리,partial,SIG8,0.57,"드럼통과 저장탱크, 배관이 모여 있는 위험물 취급 장소로 보이는 곳에서 작업자가 용접이나 절단 작업을 하며 불꽃을 튀기고 있다. 위험물 설비 바로 옆이나 그 상부에서 그라인더 스파크나 토치 화염이 보이는 장면이다.",사업주는 위험물이 있어 폭발이나 화재가 발생할 우려가 있는 장소 또는 그 상부에서 불꽃이나 아크를 발생하거나 고온으로 될 우려가 있는 화기ㆍ기계ㆍ기구 및 공구 등을 사용해서는 아니 된다.,n
